Time,Sine_Model,Multisine_Model,Synthetic_Data,Synthetic_Fit
0.0,0.0,1.499999999999999,1.3928890590325098,1.5013167341795786
0.005005005005005005,0.0314421909191206,1.4877027032596575,1.5135244028949488,1.5115133430454506
0.01001001001001001,0.06285329004448194,1.473465092761261,1.4912859538317746,1.519737490927487
0.015015015015015015,0.09420223632762625,1.4573075431348794,1.6628462995590052,1.5259775681495298
0.02002002002002002,0.12545803018029603,1.4392532297044573,1.754052758434275,1.5302248559767695
0.025025025025025023,0.15658976412855766,1.4193280941419593,1.512343573721421,1.532473537688442
0.03003003003003003,0.18756665337583714,1.3975608056489768,1.6501713721945317,1.5327207049845746
0.035035035035035036,0.21835806624464546,1.373982717726132,1.5449904038029538,1.5309663597226773
0.04004004004004004,0.2489335544668916,1.3486278205983018,1.5503023184552798,1.5272134109884323
0.04504504504504504,0.27926288329283006,1.3215326893713057,1.471104234515256,1.5214676675124088
0.050050050050050046,0.30931606138886886,1.2927364280031484,1.4788269070801183,1.513737825452874
0.055055055055055056,0.3390633704946752,1.2622806091802594,1.7311292302668697,1.5040354515727912
0.06006006006006006,0.3684753948102499,1.2302092101963351,1.4224407143021807,1.4923749618469473
0.06506506506506507,0.397523050083913,1.1965685449384194,1.5531274201485812,1.4787735955429926
0.07007007007007007,0.42617761237243534,1.161407192091677,1.3722283108273414,1.4632513848279625
0.07507507507507508,0.45441074644487744,1.1247759196809757,1.4478910907544098,1.4458311199594356
0.08008008008008008,0.4821945338020477,1.0867276060738176,1.5434256511712212,1.4265383101279916
0.08508508508508508,0.5095015002838732,1.0473171575753988,1.435732804466971,1.4054011400250859
0.09009009009009009,0.5363046432373824,1.0066014227525681,1.340030775978881,1.3824504222175849
0.09509509509509509,0.5625774582184371,0.9646391036292177,1.400457888833774,1.3577195454173845
0.10010010010010009,0.588293965200805,0.9214906639011504,1.368135827175795,1.3312444187413819
0.10510510510510511,0.6134287342666618,0.8772182343237226,1.247367519430504,1.3030634120637776
0.11011011011011011,0.6379569107531119,0.8318855154305458,1.2190301170730724,1.2732172925692804
0.11511511511511512,0.661854239829868,0.7855576777462341,1.1841207305351122,1.2417491576220314
0.12012012012012012,0.6850970904837809,0.7383012596606041,1.3368057874537225,1.2087043640711896
0.12512512512512514,0.7076624788865045,0.6901840631358656,1.0909429931752652,1.1741304541200133
0.13013013013013014,0.7295280911221885,0.6412750474221489,1.22041261430416,1.1380770778908726
0.13513513513513514,0.7506723052527243,0.5916442209602417,1.2107500227852352,1.1005959128240117
0.14014014014014015,0.7710742126987248,0.5413625316535913,1.0159066382635105,1.061740580053029
0.14514514514514515,0.7907136389150937,0.49050175569450705,0.9441226289975733,1.0215665579048796
0.15015015015015015,0.809571163340744,0.4391343851320404,0.9017803794671415,0.9801310926767708
0.15515515515515516,0.8276281386027312,0.38733351437123137,0.911872313722225,0.9374931068466676
0.16016016016016016,0.8448667089558177,0.3351727257952823,0.689160967296444,0.8937131048780849
0.16516516516516516,0.8612698279392308,0.2827259747037594,0.9413274233249129,0.84885307678357
0.17017017017017017,0.8768212752331536,0.2300674737611057,0.829851824535507,0.8029763996147055
0.17517517517517517,0.8915056726982838,0.17727157715059588,0.6531631240139668,0.7561477370495371
0.18018018018018017,0.9053084995825966,0.12441266462936079,0.6456632873813695,0.7084329372511188
0.18518518518518517,0.918216106880274,0.07156502568025641,0.5914309617472429,0.6598989291733648
0.19019019019019018,0.9302157308286042,0.01880274395614373,0.6085462102071152,0.610613617492504
0.19519519519519518,0.9412955055295031,-0.0338004177883931,0.668278739360028,0.5606457763442811
0.20020020020020018,0.9514444746831766,-0.08617113208377405,0.4819291319434728,0.510064942048542
0.20520520520520522,0.9606526024223211,-0.138236620257717,0.36950857600837095,0.4589413050039959
0.21021021021021022,0.9689107832361495,-0.18992476488181356,0.3442239074007145,0.4073456009367902
0.21521521521521522,0.9762108509744296,-0.24116422096303902,0.17276424545269264,0.35534900168703637
0.22022022022022023,0.9825455869226277,-0.2918845256931029,0.2398313753419653,0.30302300571760465
0.22522522522522523,0.9879087269401781,-0.34201620657117326,0.2981210497376817,0.25043932852933637
0.23023023023023023,0.9922949676548136,-0.3914908877184241,0.13151468904283714,0.19766979316634828
0.23523523523523523,0.9956999717068377,-0.4402413942061253,-0.022582943396093486,0.1447862209942839
0.24024024024024024,0.9981203720381463,-0.4882018542225607,0.1887274569274846,0.09186032293323307
0.24524524524524524,0.9995537752217638,-0.5353077989079634,0.019973776863802223,0.03896359132556804
0.2502502502502503,0.9999987638285974,-0.5814962596908375,-0.1780427886236386,-0.01383280738281556
0.2552552552552553,0.9994548978290693,-0.6267058629635325,-0.32017591050604505,-0.06645813897147551
0.2602602602602603,0.9979227150282433,-0.6708769219397198,0.026297261584396492,-0.11884220661063744
0.2652652652652653,0.9954037305340125,-0.7139515255414757,-0.10021874340139125,-0.1709154546913657
0.2702702702702703,0.9919004352588768,-0.7558736241690109,-0.270037922526705,-0.22260907115243161
0.2752752752752753,0.9874162934567889,-0.7965891122116809,-0.31431166365274965,-0.2738550881389074
0.2802802802802803,0.9819557392975067,-0.8360459071647486,-0.31193054455804786,-0.32458648083108826
0.2852852852852853,0.9755241724818388,-0.874194025222472,-0.48101066939694476,-0.3747372642862327
0.2902902902902903,0.9681279529021188,-0.9109856532243832,-0.44011786301511624,-0.42424258813971333
0.2952952952952953,0.959774394353189,-0.9463752168381776,-0.37588815373413803,-0.473038829016565
0.3003003003003003,0.9504717573001115,-0.9803194448693544,-0.6489268172303317,-0.5210636805090839
0.3053053053053053,0.940229240709759,-1.012777429594698,-0.7045958980413208,-0.568256240580993
0.3103103103103103,0.9290569729543627,-1.0437106830237854,-0.5280987243762697,-0.6145570962638016
0.3153153153153153,0.9169660017960134,-1.073083188999998,-0.63808207341445,-0.659908405516366
0.3203203203203203,0.9039682834620162,-1.1008614510599501,-0.7261166836892192,-0.7042539761241763
0.3253253253253253,0.8900766708219059,-1.127014535977817,-0.927173134366994,-0.7475393415206548
0.3303303303303303,0.8753049006778131,-1.1515141129287523,-0.9789337951185366,-0.7897118334187153
0.3353353353353353,0.8596675801807454,-1.1743344882134035,-0.8378390988719049,-0.8307206511469512
